Frame_Number,Pedestrian_ID,X_Position,Y_Position,Distance_Increment,Robot_Presence,Robot_Type,Robot_Influence,X_Robot,Y_Robot
1737975960957,110,6.22047736198745,3.24794648172922,0.076000308829564,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961023,110,6.25416269796556,3.31884142955647,0.0784907350417032,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961090,110,6.28801321015325,3.39049784213116,0.0792495970869437,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961157,110,6.32184140600632,3.46088397105581,0.0780932390138239,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961224,110,6.35587811258031,3.53035075106928,0.077357164631627,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961290,110,6.38974160916194,3.59958197723315,0.0770694432112158,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961357,110,6.42393531990513,3.66880822077376,0.0772106381862793,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961424,110,6.45880786699565,3.73839142075364,0.0778326169418738,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961491,110,6.49437038664308,3.80781278329738,0.0780001178274945,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961557,110,6.5309106852074,3.87836550364825,0.0794536328186257,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961624,110,6.56859147447532,3.9503318498119,0.0812342099118419,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961690,110,6.6075355270198,4.02376710957539,0.0831226599978507,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961757,110,6.64673606086591,4.09483654908278,0.0811637054705751,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961824,110,6.68609535675634,4.16270220868958,0.0784531830256501,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961891,110,6.72609547038188,4.2296703210336,0.0780047252477513,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975961957,110,6.76694587133725,4.29665840146852,0.0784611889953843,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962024,110,6.80845650969262,4.36279232932256,0.0780821971391387,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962090,110,6.85055331310266,4.42855903521938,0.0780858531480709,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962156,110,6.89353620091726,4.49512620441632,0.0792383534645705,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962223,110,6.93741363467284,4.56409049181488,0.0817392324980239,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962290,110,6.98187738188983,4.63497669558693,0.0836772292908186,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962356,110,7.0266632619268,4.70667121375077,0.0845333010442082,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962423,110,7.07132379857157,4.7775787837819,0.083800041892109,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975962489,110,7.11534110553055,4.84708557480314,0.0822722146899618,1,Go1,neutral,1.38754570311004,12.8948963503557
